Geneid	Gr11.bam	Gr12.bam	Gr13.bam	Gr31.bam	Gr32.bam	Gr33.bam
FAM131C	66	70	35	19	18	37
TRNAG-UCC_17	1	0	0	0	0	0
LOC102413079	62	18	18	24	57	0
HSPB7	18	16	0	21	8	41
SRARP	26	2	2	1	1	2
LOC102414273	245	111	207	34	12	69
LOC123465481	0	0	0	0	0	0
LOC123332256	7	4	1	18	4	26
LOC123465482	2	0	0	1	0	2
LOC123465539	0	0	0	0	0	0
HELZ	1777	1288	1626	1178	640	1740
CACNG1	2	0	0	0	0	0
CACNG4	0	0	0	0	0	0
LOC123465540	0	0	0	0	0	0
CACNG5	2	0	0	0	2	5
LOC123332367	0	0	0	2	0	4
PRKCA	496	432	164	584	99	1057
LOC123332483	0	1	0	0	0	0
LOC123332484	2	0	0	0	0	0
LOC123332485	0	0	0	0	0	0
LOC123332486	0	0	0	0	0	0
APOH	0	154	0	0	0	0
CEP112	367	274	168	743	701	765
TRNAS-GGA_18	0	0	0	0	0	0
LOC123332487	2	0	2	2	0	4
LOC123465541	2	0	0	2	0	2
AXIN2	372	202	190	25	15	37
TRNAC-GCA_35	0	0	0	0	0	0
RGS9	14	4	8	25	8	49
LOC123332488	0	0	0	0	0	0
GNA13	2417	2161	1863	773	513	1100
LOC123332489	0	0	0	1	1	0
AMZ2	393	366	239	288	264	286
ARSG	31	6	10	14	4	30
SLC16A6	5	6	10	25	2	37
TRNAG-CCC_31	0	0	0	0	0	0
WIPI1	114	42	15	107	26	167
PRKAR1A	1822	1618	1133	1381	1000	1856
FAM20A	39	51	1	56	34	98
LOC123465542	2	0	0	0	0	0
LOC123332490	2	0	0	0	0	0
LOC112583585	0	0	0	0	0	0
LOC102395016	0	0	0	0	0	0
LOC102394806	0	0	0	0	0	0
ABCA9	0	0	0	8	0	16
LOC123332491	0	0	0	3	1	6
ABCA6	15	0	12	491	96	895
LOC102413990	0	8	1	164	78	270
TRNAC-ACA_29	0	0	0	0	2	0
ABCA5	155	102	94	162	82	210
MAP2K6	95	80	36	18	18	22
LOC112583587	0	0	0	0	0	0
LOC112583589	0	0	0	0	0	0
KCNJ16	44	35	0	2	8	0
KCNJ2	42	18	12	178	22	313
LOC102401240	0	0	0	0	0	0
LOC123332492	0	0	0	0	0	0
TRNAG-UCC_18	0	0	0	0	0	0
LOC102400809	0	0	0	0	0	0
LOC123332494	0	0	0	0	2	0
SOX9	20	16	19	2063	893	3119
LOC102400274	11	0	16	52	10	105
SLC39A11	811	801	581	192	139	231
LOC123332497	18	0	7	2	0	2
TRNAG-CCC_32	0	0	2	0	0	0
SSTR2	20	172	36	31	43	26
COG1	348	307	221	261	127	391
FAM104A	267	284	175	146	110	206
LOC112583596	88	31	65	29	29	36
C3H17orf80	290	114	142	72	50	102
LOC102404484	76	12	50	24	27	29
CPSF4L	10	4	12	7	4	9
LOC123332496	4	17	6	4	0	4
CDC42EP4	1368	1391	834	392	296	491
SDK2	39	8	3	31	55	21
TRNAG-CCC_33	0	0	0	0	0	0
LOC123332498	0	2	0	0	0	2
LOC123332499	0	0	0	0	0	0
LOC123332368	0	0	0	0	0	0
LOC123332500	0	0	0	0	0	0
LOC123332501	0	0	0	0	0	0
LOC123332369	0	0	0	0	0	0
LOC123332502	0	0	0	0	0	0
LOC123332503	0	0	0	0	0	0
LOC123465543	0	0	0	0	0	0
LOC123332504	0	0	0	0	0	0
LOC123332505	0	0	0	0	0	0
LOC102391780	0	0	0	0	0	0
RPL38	534	858	294	849	1116	557
LOC112583597	2	5	2	4	3	3
TTYH2	112	108	60	7	3	11
LOC123465620	0	0	0	1	0	0
LOC102393506	0	0	0	0	0	0
LOC123465544	0	0	0	0	0	0
LOC123465545	0	0	0	0	0	0
DNAI2	0	2	0	25	2	45
LOC123332506	0	0	0	0	0	0
KIF19	0	0	0	1	0	4
LOC123465547	0	0	0	0	0	0
LOC123465505	0	0	0	0	0	0
LOC123465546	0	0	0	0	0	4
LOC123465548	0	0	0	0	0	0
LOC123465506	0	0	0	0	0	0
LOC123465549	0	0	0	0	0	0
LOC112583598	0	0	0	0	0	0
GPR142	0	0	0	0	0	0
LOC102409152	2	0	0	2	0	2
GPRC5C	44	82	15	29	39	34
LOC112583602	2	0	0	0	0	0
LOC102393723	0	0	0	0	0	0
LOC102394156	8	2	4	10	16	4
LOC102393189	0	2	0	2	0	2
TRNAE-UUC_27	0	0	0	0	0	0
LOC123465550	2	0	0	2	5	2
LOC102401307	10	9	2	63	92	30
LOC102413162	2	6	4	55	88	26
LOC123332507	0	0	0	0	0	0
LOC123465507	0	0	0	0	0	0
LOC123327535	0	0	0	0	0	0
CD300LD	0	0	0	0	0	0
CD300LF	4	2	4	3	1	4
CD300E	2	4	2	18	38	2
RAB37	12	2	0	4	2	2
SLC9A3R1	238	581	101	355	399	308
NAT9	25	16	16	14	6	29
TMEM104	82	100	53	76	42	113
GRIN2C	2	0	0	0	0	7
FDXR	134	168	84	34	18	42
FADS6	16	12	15	22	28	12
TRNAE-UUC_28	0	0	0	0	0	0
LOC102412975	0	2	6	6	10	6
TRNAG-UCC_19	0	0	0	0	0	0
USH1G	0	0	0	0	0	0
OTOP2	0	0	0	0	0	0
OTOP3	0	0	0	0	0	0
HID1	64	117	61	213	53	338
TRNAG-CCC_34	0	0	0	0	0	0
CDR2L	48	52	29	135	66	184
MRPL58	185	257	86	227	270	149
TRNAR-CCU_6	0	0	0	3	9	0
TRNAR-CCU_7	0	0	0	16	26	0
TRNAR-UCG_3	0	0	2	9	9	4
TRNAR-CCU_8	0	0	2	87	171	2
ATP5PD	603	841	545	900	1042	766
KCTD2	354	467	292	165	130	207
TRNAG-UCC_20	0	0	0	0	0	0
LOC102397448	2	0	0	2	2	0
LOC123332510	0	0	0	0	2	0
SLC16A5	47	42	8	40	39	68
ARMC7	529	341	629	193	197	197
NT5C	0	0	0	0	0	0
JPT1	422	486	339	171	188	154
SUMO2	820	999	640	702	656	760
MRPS7	164	170	89	102	120	86
MIF4GD	114	145	60	85	100	88
SLC25A19	288	346	172	42	28	54
LOC112584065	0	0	0	0	0	0
GRB2	1687	1864	1261	455	319	640
LOC112584059	0	0	0	0	0	0
TMEM94	394	345	173	154	44	254
TSEN54	91	62	61	66	35	75
LLGL2	787	1021	552	439	260	643
MYO15B	1	2	4	35	50	22
RECQL5	110	99	86	48	18	74
SMIM5	6	32	4	81	87	47
SMIM6	0	4	4	0	0	2
LOC102398845	390	311	284	202	120	284
ITGB4	2007	1090	1332	3932	2080	5701
TRNAA-AGC_16	0	0	2	0	0	1
GALK1	211	202	141	203	167	221
LOC102401017	2467	2525	1871	2155	1438	2837
UNK	218	114	101	126	69	166
LOC112583609	3	2	6	0	0	0
UNC13D	2532	2091	1493	664	386	936
WBP2	1359	1584	793	508	360	642
LOC123332513	0	0	0	0	0	0
TRIM47	67	54	24	66	13	117
TRIM65	66	70	71	69	38	82
LOC102402202	2	0	2	4	3	5
MRPL38	157	199	130	114	99	122
FBF1	134	64	72	117	50	219
LOC112584093	0	0	0	0	0	0
ACOX1	2750	3391	3052	2218	1347	2974
LOC102404553	27	15	28	16	21	11
TEN1	96	81	71	187	178	210
CDK3	59	10	62	114	99	150
EVPL	261	376	34	1953	805	3081
SRP68	893	702	482	402	243	568
GALR2	0	0	0	0	2	0
ZACN	13	23	16	2	0	6
EXOC7	232	289	200	306	180	453
FOXJ1	0	0	0	0	0	0
RNF157	1214	1303	957	73	56	70
LOC112583610	3	0	7	2	0	4
UBALD2	810	1012	649	285	179	397
QRICH2	19	0	23	56	36	75
PRPSAP1	147	212	125	381	237	519
LOC112583611	0	0	2	0	0	0
SPHK1	6	7	6	57	28	78
UBE2O	510	354	323	158	66	260
AANAT	0	0	0	0	0	0
LOC112583612	2	0	0	0	0	0
LOC102401346	0	0	0	2	2	0
RHBDF2	665	673	379	148	99	191
LOC123332514	0	0	0	0	0	0
LOC123332515	0	0	0	0	0	0
CYGB	57	12	11	48	8	92
PRCD	2	2	0	2	0	4
LOC112583613	0	0	0	0	0	0
LOC102414721	24	18	22	16	12	10
LOC112584112	8	4	4	0	1	0
LOC112584113	21	3	13	1	6	0
ST6GALNAC2	571	676	350	43	8	76
LOC112583614	7	0	5	0	0	0
ST6GALNAC1	0	0	0	0	2	0
MXRA7	50	80	37	193	99	278
JMJD6	242	159	177	156	186	144
METTL23	117	111	98	79	109	43
SRSF2	2576	2074	1997	946	882	1052
MFSD11	689	794	758	190	122	292
MGAT5B	3	2	9	0	0	0
LOC102393855	120	80	50	47	59	51
LOC112584129	0	0	0	0	0	0
SEC14L1	649	718	330	769	650	890
SEPTIN9	1639	1651	754	1157	633	1699
LOC102390451	28	5	48	7	7	8
LOC112583619	12	4	15	22	6	31
LOC123332518	2	0	2	2	0	6
LOC123332519	0	0	0	0	0	0
LOC112583620	0	0	0	0	0	0
LOC123332521	0	0	0	0	0	0
LOC123332520	0	0	0	0	0	0
LOC112584152	0	0	0	0	0	0
LOC123332523	0	0	0	0	0	0
TNRC6C	513	315	273	318	128	545
TMC6	291	297	259	131	99	187
LOC123332525	3	0	8	5	5	4
TMC8	176	91	139	8	12	6
TRNAR-UCU_4	0	0	0	0	0	0
SYNGR2	331	249	217	316	231	441
TK1	181	197	136	18	16	16
AFMID	55	69	83	67	42	68
BIRC5	472	487	359	8	14	2
TMEM235	0	0	0	0	0	0
LOC102396503	16	14	9	14	14	10
LOC102397224	0	0	0	0	0	0
LOC112583621	2	8	8	30	26	14
SOCS3	603	585	490	889	563	1236
PGS1	162	181	171	126	94	181
DNAH17	10	4	25	193	89	316
LOC123332526	0	0	0	2	1	12
LOC112583624	0	0	1	19	15	12
CYTH1	1260	708	1215	580	240	964
USP36	570	418	384	275	126	489
TIMP2	4073	5860	2758	1640	748	2533
CEP295NL	122	16	93	155	14	323
LOC112583626	0	2	2	7	10	5
LOC102400900	284	281	176	213	144	235
CANT1	872	1381	799	243	106	413
C1QTNF1	148	47	20	269	46	441
TRNAG-UCC_21	0	0	0	0	0	0
ENGASE	106	83	59	78	71	82
RBFOX3	2	2	0	0	0	2
LOC112583627	6	2	0	0	0	0
LOC112584137	0	0	0	0	0	0
LOC112583628	0	2	0	0	0	0
LOC123332528	2	0	0	0	0	0
ENPP7	0	0	0	0	0	0
CBX2	151	108	111	8	8	9
CBX8	129	108	50	17	19	22
LOC112583629	0	0	0	0	2	0
CBX4	253	176	115	156	172	113
LOC102411191	14	4	6	6	4	4
TRNAC-GCA_36	0	0	0	0	0	0
LOC123332530	0	0	0	2	0	4
TBC1D16	78	86	28	121	42	187
CCDC40	8	0	1	24	13	38
GAA	199	211	121	231	157	269
EIF4A3	787	851	630	676	717	665
CARD14	1	4	2	0	0	0
TRNAG-CCC_35	0	0	0	0	0	0
SGSH	117	82	87	88	31	152
SLC26A11	332	299	275	248	67	483
RNF213	844	781	333	482	231	727
ENDOV	190	161	131	96	57	127
TRNAC-GCA_37	0	0	0	0	0	0
NPTX1	4	6	2	4	6	7
RPTOR	414	322	304	255	74	379
LOC102413618	2	2	15	2	2	2
CHMP6	135	149	74	77	56	108
BAIAP2	110	48	53	993	489	1516
AATK	4	4	4	45	25	72
PVALEF	0	0	0	0	0	0
CEP131	113	54	67	99	22	181
TEPSIN	118	114	93	57	44	94
NDUFAF8	60	160	55	36	55	41
SLC38A10	952	987	685	579	202	913
LOC123332370	0	0	0	0	0	0
LOC123332365	2	2	0	3	1	2
BAHCC1	92	67	11	69	16	146
LOC123332536	0	0	0	0	0	0
ACTG1	26098	41197	18373	23425	15527	30940
FSCN2	6	4	2	2	4	0
FAAP100	73	93	15	40	25	61
NPLOC4	1005	899	706	317	210	471
LOC123332537	2	0	0	0	0	0
TSPAN10	6	2	0	4	8	2
PDE6G	0	1	2	0	0	0
OXLD1	4	17	10	9	8	8
CCDC137	152	82	80	64	38	72
ARL16	28	37	35	11	14	8
HGS	701	662	446	326	216	509
MRPL12	209	280	136	90	84	86
SLC25A10	344	365	194	27	25	28
LOC123332540	2	2	4	0	1	0
LOC102412508	21	13	26	0	0	0
GCGR	511	694	394	8	15	2
MCRIP1	282	335	145	211	154	213
LOC112583633	0	0	0	0	0	0
PPP1R27	0	0	0	0	0	0
P4HB	10686	11592	7337	3194	2840	3415
ARHGDIA	3688	4119	2085	1379	858	2008
ALYREF	473	489	301	196	209	250
ANAPC11	148	167	92	136	115	140
NPB	0	0	2	2	0	4
PCYT2	261	306	251	96	76	125
SIRT7	197	128	134	126	73	124
MAFG	196	183	187	227	161	345
LOC123332543	0	2	2	2	0	4
PYCR1	153	150	43	35	22	64
LOC123332544	0	0	0	0	0	0
MYADML2	0	0	0	0	0	0
NOTUM	22	0	0	12	9	13
LOC112583634	0	0	0	0	2	0
ASPSCR1	229	236	155	142	107	165
CENPX	84	171	91	46	47	50
LRRC45	189	121	184	35	16	39
RAC3	566	664	573	44	40	56
DCXR	84	91	49	36	41	26
LOC102406498	22	20	18	11	14	2
LOC102406823	0	2	0	2	2	0
RFNG	155	211	80	157	106	190
GPS1	232	306	74	159	101	221
DUS1L	263	225	145	139	107	163
FASN	2282	2300	1371	956	477	1408
CCDC57	51	34	47	18	8	24
SLC16A3	12	2	12	428	219	625
CSNK1D	1321	1323	980	645	455	946
LOC123332552	0	0	0	0	0	0
LOC112583635	6	4	0	4	2	4
CD7	0	0	0	4	6	2
LOC102411957	0	0	0	0	0	0
LOC102413061	24	7	24	23	5	40
SECTM1	496	68	705	0	0	0
LOC112583639	5001	5658	2489	0	0	0
LOC123332560	40	8	33	0	0	0
LOC112583637	3578	2294	1991	6	3	3
LOC102412023	789	102	442	0	0	1
LOC102411696	1237	1649	963	0	0	0
LOC112583640	3635	3933	3328	3	0	3
LOC102413975	24	4	7	0	0	0
LOC123332563	0	0	0	0	0	0
LOC102413670	2	0	2	0	0	0
UTS2R	0	0	0	0	0	0
OGFOD3	107	57	47	59	52	78
HEXD	123	44	96	31	14	44
LOC102410583	130	156	94	60	44	106
NARF	409	245	230	479	290	618
TRNAQ-UUG_5	0	0	0	0	0	0
TRNAM-CAU_20	0	0	0	0	0	0
LOC102408728	10	0	10	0	0	2
FOXK2	1046	857	694	387	245	546
WDR45B	551	458	372	300	220	399
RAB40B	2	0	2	4	2	2
LOC102407309	194	166	130	55	38	71
FN3K	2	4	0	0	0	0
TBCD	479	584	172	366	206	507
ZNF750	152	98	138	212	89	309
B3GNTL1	52	24	70	40	20	63
METRNL	242	231	129	405	369	426
LOC123332564	0	0	4	2	1	8
LOC112583644	0	0	2	0	0	0
LOC102396606	114	87	118	107	71	149
PSMD12	602	613	517	474	419	560
PITPNC1	68	47	52	191	96	364
TRNAS-AGA_9	0	0	6	3	5	0
NOL11	445	503	359	250	228	245
BPTF	2032	1194	2105	1346	671	2055
TRNAE-UUC_29	0	0	1	0	0	0
LOC102391499	10	2	10	12	8	6
C3H17orf58	38	30	45	11	13	13
TRNAR-CCG_2	0	2	0	18	44	0
KPNA2	1128	1378	989	130	95	177
LOC123465552	0	0	0	0	0	0
SMURF2	403	417	472	603	448	815
CEP95	553	257	715	219	130	278
DDX5	5405	3609	6150	5280	4081	6381
MILR1	13	2	14	16	28	0
LOC112584164	0	0	1	2	2	0
PECAM1	1369	256	473	1235	0	2492
LOC123332567	2	0	0	0	0	0
TEX2	887	782	581	387	193	581
LOC112584148	0	2	0	6	9	0
LOC102393386	4	6	6	7	14	5
LOC112584122	115	96	99	113	146	69
ERN1	1589	848	1427	259	128	373
TRNAG-UCC_22	2	0	5	2	1	2
LOC102404129	19	15	4	58	6	125
TRNAI-UAU_4	0	0	0	0	0	0
LOC112577646	17	10	6	69	16	111
TRNAV-UAC_4	0	0	0	0	0	0
PRR29	0	0	0	0	0	0
LOC123465553	0	0	0	6	2	9
SCN4A	0	0	0	0	0	0
TRNAR-CCU_9	0	0	0	0	0	0
CD79B	6	0	2	0	0	0
GH	0	0	0	0	0	0
LOC102408561	21	4	10	12	28	18
SMARCD2	774	754	456	626	432	815
PSMC5	976	1035	463	334	321	418
FTSJ3	386	374	318	204	111	307
DDX42	1212	898	1155	506	268	740
CCDC47	1098	1116	910	408	259	553
STRADA	377	334	305	102	58	168
LIMD2	608	986	382	15	13	15
MAP3K3	475	349	293	536	235	858
LOC102390802	182	98	139	72	77	81
DCAF7	792	648	510	379	198	529
KCNH6	2	0	0	2	0	4
LOC102395458	0	0	0	2	0	2
LOC102392455	68	6	29	226	18	473
LOC102393427	29	17	10	73	38	85
LOC112583650	1	1	0	0	0	2
TANC2	3618	1691	3027	342	230	417
LOC123332569	15	2	26	2	2	0
LOC102404032	0	0	0	0	0	0
LOC112583651	7	2	5	0	0	0
LOC123327560	3	0	0	0	0	0
TRNAE-CUC_4	0	0	0	0	0	0
TRNAG-UCC_23	0	0	0	0	0	0
MARCHF10	6	0	0	0	0	2
LOC123332570	0	0	0	0	0	0
TRNAG-CCC_36	0	0	0	0	0	0
MRC2	919	712	113	369	199	560
TLK2	678	506	676	376	210	596
LOC123332571	0	0	4	0	0	2
METTL2A	235	310	184	113	126	114
EFCAB3	2	2	0	8	0	16
LOC102400472	0	2	0	0	0	0
LOC102391025	0	3	2	16	5	26
EFCAB13	11	0	2	31	21	51
ITGB3	77	82	12	163	22	287
MYL4	46	64	11	4	0	5
LOC123332572	2	0	0	0	0	0
CDC27	919	1021	957	391	251	484
KANSL1	1543	980	1268	782	659	983
LOC112583653	3	1	4	6	2	4
MAPT	50	14	20	59	39	83
TRNAD-GUC_2	0	0	0	0	0	0
LOC123332573	0	0	0	0	0	0
SPPL2C	0	0	0	0	0	0
CRHR1	4	0	0	0	0	0
LOC102413915	449	927	369	107	99	131
NSF	720	921	707	222	163	319
WNT3	0	0	0	0	0	0
LOC123332371	0	0	0	0	0	0
LOC123332372	0	0	0	0	0	0
WNT9B	0	0	0	2	0	2
GOSR2	287	236	278	144	119	177
RPRML	0	0	2	0	0	0
LYZL6	0	0	0	0	0	0
RDM1	54	62	36	0	0	2
LOC102416251	4	0	12	0	0	0
PLEKHM1	548	621	515	274	139	420
ARHGAP27	498	333	378	548	278	810
LOC112584057	2	0	0	0	0	0
LOC112584086	0	0	0	0	0	0
MAP3K14	44	12	45	89	58	100
SPATA32	0	0	0	0	0	0
LOC102400353	0	0	0	0	0	0
FMNL1	144	70	62	96	93	98
LOC123332574	4	0	7	0	0	0
HEXIM2	617	997	652	35	27	36
LOC112583655	0	2	13	0	0	0
HEXIM1	1335	1651	1090	401	450	382
ACBD4	75	112	68	86	67	120
PLCD3	685	547	630	562	423	703
NMT1	941	1002	573	400	321	483
LOC123332575	4	0	6	0	0	1
LOC112583654	22	6	6	2	6	0
DCAKD	182	215	110	50	37	63
LOC123332576	0	2	0	0	0	0
LOC123332577	0	0	0	0	0	0
LOC123332578	0	0	0	0	0	0
LOC123465554	0	0	0	0	0	0
LOC123332579	0	0	0	0	0	0
C1QL1	0	2	0	0	0	1
KIF18B	234	183	145	4	4	2
LOC102409328	0	0	0	0	0	0
FAM187A	2	0	0	0	0	0
CCDC103	1	5	7	6	0	6
EFTUD2	992	1093	681	448	276	606
HIGD1B	8	2	2	0	0	0
GJC1	342	201	172	233	34	442
ADAM11	2	4	4	0	2	0
DBF4B	55	46	30	6	1	10
CCDC43	345	321	280	235	214	235
MEIOC	0	2	0	0	0	0
FZD2	42	28	8	176	81	311
GPATCH8	1267	641	1131	867	358	1349
ITGA2B	28	12	48	17	9	37
FAM171A2	43	13	4	7	16	15
GRN	4574	7317	2011	753	559	963
LOC112583657	0	0	1	2	1	1
SLC25A39	829	725	342	155	106	215
RUNDC3A	12	2	4	4	4	4
SLC4A1	472	581	208	14	37	2
LOC102404764	8	10	8	6	7	12
UBTF	1654	1393	1296	773	375	1092
ATXN7L3	537	478	340	269	164	336
TMUB2	283	286	195	131	91	191
ASB16	8	4	2	2	2	0
HROB	27	20	17	0	0	0
HDAC5	353	283	209	346	201	460
G6PC3	109	187	54	36	27	50
LSM12	511	513	421	236	251	236
LOC102414386	78	108	38	53	30	58
NAGS	4	2	0	6	8	2
LOC102413729	0	0	0	0	0	0
PPY	0	0	0	0	0	0
MPP2	32	12	2	4	4	8
CD300LG	19	2	6	26	0	44
MPP3	8	0	6	12	18	6
CFAP97D1	0	0	0	2	2	0
DUSP3	603	489	441	344	178	502
SOST	2	0	6	2	2	4
TRNAE-UUC_30	0	0	0	0	0	0
LOC123332373	0	0	0	0	0	0
MEOX1	37	12	3	22	0	30
ETV4	21	4	26	12	12	8
DHX8	742	606	682	634	354	868
LOC123332374	0	0	0	0	0	0
ARL4D	72	119	29	371	561	176
LOC112584183	340	287	213	24	32	15
LOC112584173	1	1	0	1	1	0
LOC112583660	0	2	2	0	2	0
LOC112584184	12	11	18	2	4	2
LOC112584180	0	1	4	2	3	0
LOC112584040	0	0	0	0	0	0
LOC112584178	6	9	9	6	10	0
LOC123332996	0	0	0	0	0	0
LOC123332993	14	79	71	9	15	13
LOC112584177	69	104	175	108	175	73
LOC112584186	1	0	0	0	0	0
LOC112584179	753	970	379	148	211	102
LOC112584041	2	0	0	0	0	0
LOC112584174	6	1	2	3	5	0
LOC112584175	1	9	9	1	8	0
LOC112584185	0	0	0	0	0	0
LOC112584182	69	61	63	3	6	4
TMEM106A	31	18	18	21	9	27
CCDC200	0	0	0	2	0	2
NBR1	1635	1445	1665	1201	696	1802
BRCA1	698	633	766	32	18	44
RND2	69	90	56	33	34	31
VAT1	1223	2299	1121	511	507	485
IFI35	46	230	40	168	184	144
RPL27	2071	3860	1660	1909	2602	1310
RUNDC1	86	57	85	107	100	107
PTGES3L	32	26	19	6	1	18
LOC102401393	156	202	121	114	111	138
G6PC1	0	0	0	0	0	0
LOC102402256	0	0	0	1	0	2
LOC102399859	0	0	0	0	0	1
LOC112583666	0	0	0	0	0	0
LOC102402894	0	0	0	2	0	2
LOC123464562	0	0	0	44	0	77
LOC102402572	30	5	2	197	4	430
AOC2	14	4	21	16	18	14
PSME3	1200	1161	1024	534	391	721
TRNAE-UUC_31	0	0	0	2	2	0
BECN1	514	491	452	339	302	426
CNTD1	29	18	21	33	27	33
LOC102405833	230	264	120	262	316	183
WNK4	168	273	86	55	49	43
VPS25	305	366	176	177	186	179
RAMP2	137	120	46	110	44	181
EZH1	431	246	364	384	156	589
CNTNAP1	33	5	6	12	3	37
CCR10	0	0	0	4	0	6
PLEKHH3	126	90	35	64	45	77
TUBG2	53	26	30	10	6	17
LOC102410270	2	2	0	0	2	2
LOC102409942	168	215	136	212	122	334
RETREG3	712	839	656	491	364	543
LOC102412040	28	34	17	9	2	7
TRNAE-UUC_32	3	0	2	0	0	0
MLX	210	181	180	166	142	203
COASY	129	208	59	57	37	81
LOC112583668	0	0	0	0	0	0
HSD17B1	2	0	2	0	0	0
NAGLU	87	192	80	154	72	211
ATP6V0A1	1286	1726	1062	581	290	873
LOC123332593	10	4	11	10	0	16
LOC112584123	2	0	1	0	0	3
CAVIN1	802	595	173	2541	1144	3955
STAT3	373	228	114	1549	714	2436
LOC102415442	52	44	20	338	211	440
TRNAW-CCA_26	0	0	0	0	0	0
LOC102400858	94	61	44	354	238	507
GHDC	44	52	48	47	22	65
HCRT	0	0	0	0	0	0
LOC112583670	0	0	0	0	0	0
KCNH4	0	0	0	0	0	0
RAB5C	1097	1416	750	454	359	528
LOC123332594	7	0	8	1	0	3
HSPB9	0	0	0	2	4	0
KAT2A	210	168	102	77	47	136
DHX58	168	275	76	98	109	68
ZNF385C	4	2	2	0	0	0
C3H17orf113	4	2	4	2	2	2
NKIRAS2	268	279	168	145	93	186
DNAJC7	709	693	807	274	220	374
LOC102392413	512	730	441	625	375	841
ODAD4	31	9	37	5	2	9
ACLY	2367	2137	1542	538	294	699
KLHL11	286	270	232	177	143	199
KLHL10	2	0	0	0	1	0
NT5C3B	72	59	45	62	67	52
FKBP10	883	679	121	172	168	127
P3H4	219	270	70	49	28	51
LOC102395630	1278	2149	833	2242	1311	3148
TRNAG-UCC_24	1	0	1	0	0	0
HAP1	2	0	0	41	2	85
LOC102408549	0	0	0	0	0	0
GAST	0	0	0	0	3	0
LOC123332597	0	0	0	5	1	6
EIF1	1538	1332	723	2197	2377	1916
LOC112584143	0	0	0	0	0	0
LOC112583671	0	0	0	0	0	2
LOC112584066	0	0	0	4	0	4
LOC102397719	0	0	0	2	2	2
LOC102397396	26	46	13	2793	20	5540
LOC102398035	2	4	0	27	2	45
LOC102398359	0	0	0	2	2	2
KRT9	0	0	0	0	0	0
KRT19	5158	13571	4764	8549	7829	9069
KRT15	2	1	0	60	99	2
LOC102390995	1	0	0	12	22	2
LOC123332375	0	0	0	0	0	0
KRT36	0	0	0	0	0	0
LOC123332599	0	0	0	0	0	0
KRT35	0	0	0	0	0	0
KRT32	0	0	0	2	0	2
KRT38	0	0	0	2	2	0
LOC102392881	0	0	0	0	0	0
LOC102389471	0	0	0	0	0	0
LOC102392547	0	0	0	0	0	0
LOC102389131	0	0	0	0	0	0
KRT33A	0	0	0	0	0	0
LOC102416247	0	0	0	0	0	0
LOC112583516	0	0	0	0	0	0
KRTAP29-1	0	0	0	0	0	0
LOC112583676	0	0	0	0	0	0
LOC112583672	0	0	0	0	0	0
LOC112583464	0	0	0	0	0	0
LOC112583675	0	0	0	0	0	0
LOC102391169	0	0	0	0	0	0
LOC123327545	0	0	0	0	0	0
LOC102391580	0	0	0	0	0	0
LOC102390899	0	0	0	0	0	0
LOC102390228	0	0	0	0	0	0
LOC123464528	0	0	0	0	0	0
LOC112583518	0	0	0	0	0	0
LOC112583519	0	0	0	0	0	0
LOC123465556	0	0	0	0	0	0
LOC112583521	0	0	0	0	0	0
LOC112583522	0	0	0	0	0	0
LOC102391238	0	0	0	0	0	0
LOC112583523	0	0	0	0	0	0
LOC112583524	0	0	0	0	0	0
LOC112583526	0	0	0	0	0	0
LOC102394703	0	0	0	0	0	0
LOC102396603	0	0	0	0	0	0
LOC102394385	0	0	0	0	0	0
LOC102395033	0	0	0	0	0	0
LOC102395335	0	0	0	0	0	0
LOC102395996	0	0	0	0	0	0
LOC102395673	0	0	0	0	0	0
KRT40	4	0	2	2	2	0
KRT39	0	0	2	0	2	0
KRT23	0	0	0	0	0	0
KRT20	0	0	0	0	0	0
KRT12	0	0	0	0	0	0
KRT10	4	6	0	9	11	6
KRT28	0	0	0	0	0	0
KRT27	0	0	0	0	0	0
KRT26	0	0	0	0	0	0
LOC102390593	0	0	0	0	0	0
KRT24	0	0	2	0	0	0
KRT222	0	0	0	0	0	0
LOC112583678	4	1	6	2	2	0
SMARCE1	817	710	495	560	495	619
LOC123332602	4	2	2	0	0	0
LOC123332603	0	0	0	0	0	0
CCR7	0	0	0	2	0	2
TNS4	8	26	26	3549	1613	5396
IGFBP4	613	448	135	371	101	729
LOC102416053	1	0	0	4	0	6
TOP2A	3086	3282	3071	35	19	31
LOC102414391	0	0	0	0	0	0
GJD3	0	0	0	0	0	0
RARA	656	615	363	337	175	484
CDC6	186	191	153	8	4	6
WIPF2	2083	2185	2019	347	240	474
RAPGEFL1	26	32	17	121	132	124
CASC3	790	617	613	336	188	428
MSL1	707	463	654	380	254	506
NR1D1	16	7	2	27	17	51
THRA	140	182	86	181	90	234
MED24	299	295	241	137	64	209
LOC112584160	0	2	1	0	0	2
CSF3	0	0	0	93	0	173
PSMD3	951	973	460	459	256	593
GSDMA	0	0	0	0	0	0
LOC102404801	0	0	0	1	0	1
LRRC3C	0	0	0	0	0	0
ORMDL3	420	346	240	142	115	160
GSDMB	10	9	23	3	0	5
LOC102403287	4	0	5	2	2	2
ZPBP2	39	20	46	58	68	51
IKZF3	14	16	11	194	106	298
LOC123332454	8	0	16	6	4	9
GRB7	516	348	575	179	88	256
MIEN1	140	143	190	183	153	177
ERBB2	3608	5099	3700	1196	607	1916
